100050	6344635
100050	6652957
100070	19672284
100070	7651004
100070	3047388
100070	588966
100070	2900988
100070	2787414
100070	19497516
100070	8455684
100070	7613891
100070	6845177
100070	8048013
100070	3761500
100070	4038055
100070	12563204
100070	7563401
100070	9786252
100070	3418662
100070	1985458
100070	7956205
100070	3855680
100070	6729702
100070	15944607
100070	10805895
100070	15096456
100070	12799723
100070	6538765
100070	15156361
100070	1642543
100070	10558909
100070	16311603
100100	4400845
100100	6454342
100100	4239017
100100	6231862
100100	7070906
100100	14797335
100100	7118560
100100	3047433
100100	4402425
100100	27602
100100	16145
100100	156413
100100	156252
100100	15922438
100100	144797
100100	13328166
100100	18388787
100100	4231058
100100	15912376
100100	22077972
100100	4150949
100100	4382958
100100	6128960
100300	8160731
100300	474617
100300	1018305
100300	1481809
100300	1621771
100300	1887843
100300	5536130
100300	2012136
100300	18924173
100300	752066
100300	8291551
100300	3514708
100300	3656372
100300	1424238
100300	1536190
100300	1642283
100300	2161342
100300	10546102
100300	3066221
100300	9823488
100300	15948197
100300	862297
100300	8849019
100300	3839451
100300	18792979
100300	15326631
100300	10982487
100300	9385961
100300	17539905
100300	2519562
100300	10440823
100300	1173820
100300	19610107
100300	21565291
100300	9916843
100300	3906608
100300	2929669
100300	3354598
100300	16451141
100300	1951437
100300	7606848
100600	10914675
100600	7669619
100600	13312473
100600	5826935
100600	1282780
100600	6486848
100640	3943866
100640	6723659
100640	2591967
100640	2987944
100640	3013004
100640	224930
100640	2729894
100640	17529981
100650	7013538
100650	1244489
100650	3017845
100650	15863807
100650	10441588
100650	18787169
100650	16103363
100650	2298906
100650	2562960
100650	20010786
100650	22922648
100650	11535626
100650	1733836
100650	6881146
100650	3953578
100650	511165
100650	6117742
100650	730161
100650	6987864
100650	4065146
100650	3687946
100650	2838413
100650	2987944
100650	7180842
100650	8521389
100650	18056758
100650	21734703
100650	16440063
100650	15654505
100650	16685648
100650	6543304
100650	8929946
100650	7635462
100650	15008789
100650	17885622
100650	10780266
100650	7126112
100650	3189337
100650	2777251
100650	2014795
100650	10627091
100650	8903321
100650	7593603
100650	20729865
100650	16046871
100650	6724582
100650	6582480
100650	6650498
100675	1302042
100700	14430455
100700	6082898
100800	2783977
100800	6359101
100800	12816345
100800	7263742
100800	8279481
100800	7968151
100800	7847369
100800	16922718
100800	10445347
100800	10360393
100800	5917196
100800	5298504
100800	13372616
100800	9326921
100800	13885465
100800	3688033
100800	5699022
100800	2899736
100800	6881210
100800	9326938
100800	2991928
100800	1670752
100800	4061493
100800	12923858
100800	8081365
100800	2899976
100800	6707795
100800	6627718
100800	830446
100800	474637
100800	7137217
100800	3631079
100800	3228140
100800	11186939
100800	16912704
100800	6733952
100800	17764078
100800	16353253
100800	1632435
100800	690757
100800	10360392
100800	9733026
100800	8882783
100800	19006207
100800	16380966
100800	9066881
100800	6023888
100800	8267011
100800	8012397
100800	23200862
100800	5889028
100800	2063907
100800	18923003
100800	4697848
100800	10678665
100800	7373371
100800	5504223
100800	18266238
100800	3415202
100800	458831
100800	3005580
100800	6507476
100800	3746832
100800	6660245
100800	7887429
100800	10375043
100800	6707788
100800	13507646
100800	8432397
100800	3236371
100800	7438842
100800	2162805
100800	3425618
100800	3223492
100800	6507475
100800	11343336
